symbol,name,exchange,sector,industry,currency
MRK.US,Merck & Co.,NYSE/NASDAQ,Health Care,Pharmaceuticals,USD
META.US,Meta Platforms,NYSE/NASDAQ,Communication Services,Interactive Media & Services,USD
MET.US,MetLife,NYSE/NASDAQ,Financials,Life & Health Insurance,USD
MTD.US,Mettler Toledo,NYSE/NASDAQ,Health Care,Life Sciences Tools & Services,USD
MGM.US,MGM Resorts,NYSE/NASDAQ,Consumer Discretionary,Casinos & Gaming,USD
MCHP.US,Microchip Technology,NYSE/NASDAQ,Information Technology,Semiconductors,USD
MU.US,Micron Technology,NYSE/NASDAQ,Information Technology,Semiconductors,USD
MSFT.US,Microsoft,NYSE/NASDAQ,Information Technology,Systems Software,USD
MAA.US,Mid-America Apartment Communities,NYSE/NASDAQ,Real Estate,Multi-Family Residential REITs,USD
MRNA.US,Moderna,NYSE/NASDAQ,Health Care,Biotechnology,USD
MHK.US,Mohawk Industries,NYSE/NASDAQ,Consumer Discretionary,Home Furnishings,USD
MOH.US,Molina Healthcare,NYSE/NASDAQ,Health Care,Managed Health Care,USD
TAP.US,Molson Coors Beverage Company,NYSE/NASDAQ,Consumer Staples,Brewers,USD
MDLZ.US,Mondelez International,NYSE/NASDAQ,Consumer Staples,Packaged Foods & Meats,USD
MPWR.US,Monolithic Power Systems,NYSE/NASDAQ,Information Technology,Semiconductors,USD
MNST.US,Monster Beverage,NYSE/NASDAQ,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,USD
MCO.US,Moody's Corporation,NYSE/NASDAQ,Financials,Financial Exchanges & Data,USD
MS.US,Morgan Stanley,NYSE/NASDAQ,Financials,Investment Banking & Brokerage,USD
MOS.US,Mosaic Company (The),NYSE/NASDAQ,Materials,Fertilizers & Agricultural Chemicals,USD
MSI.US,Motorola Solutions,NYSE/NASDAQ,Information Technology,Communications Equipment,USD
MSCI.US,MSCI Inc.,NYSE/NASDAQ,Financials,Financial Exchanges & Data,USD
NDAQ.US,"Nasdaq, Inc.",NYSE/NASDAQ,Financials,Financial Exchanges & Data,USD
NTAP.US,NetApp,NYSE/NASDAQ,Information Technology,"Technology Hardware, Storage & Peripherals",USD
NFLX.US,Netflix,NYSE/NASDAQ,Communication Services,Movies & Entertainment,USD
NEM.US,Newmont,NYSE/NASDAQ,Materials,Gold,USD
NWSA.US,News Corp (Class A),NYSE/NASDAQ,Communication Services,Publishing,USD
NWS.US,News Corp (Class B),NYSE/NASDAQ,Communication Services,Publishing,USD
NEE.US,NextEra Energy,NYSE/NASDAQ,Utilities,Multi-Utilities,USD
NKE.US,"Nike, Inc.",NYSE/NASDAQ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD
NI.US,NiSource,NYSE/NASDAQ,Utilities,Multi-Utilities,USD
NDSN.US,Nordson Corporation,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
NSC.US,Norfolk Southern,NYSE/NASDAQ,Industrials,Rail Transportation,USD
NTRS.US,Northern Trust,NYSE/NASDAQ,Financials,Asset Management & Custody Banks,USD
NOC.US,Northrop Grumman,NYSE/NASDAQ,Industrials,Aerospace & Defense,USD
NCLH.US,Norwegian Cruise Line Holdings,NYSE/NASDAQ,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",USD
NRG.US,NRG Energy,NYSE/NASDAQ,Utilities,Independent Power Producers & Energy Traders,USD
NUE.US,Nucor,NYSE/NASDAQ,Materials,Steel,USD
NVDA.US,Nvidia,NYSE/NASDAQ,Information Technology,Semiconductors,USD
NVR.US,"NVR, Inc.",NYSE/NASDAQ,Consumer Discretionary,Homebuilding,USD
NXPI.US,NXP Semiconductors,NYSE/NASDAQ,Information Technology,Semiconductors,USD
ORLY.US,O’Reilly Automotive,NYSE/NASDAQ,Consumer Discretionary,Automotive Retail,USD
OXY.US,Occidental Petroleum,NYSE/NASDAQ,Energy,Oil & Gas Exploration & Production,USD
ODFL.US,Old Dominion,NYSE/NASDAQ,Industrials,Cargo Ground Transportation,USD
OMC.US,Omnicom Group,NYSE/NASDAQ,Communication Services,Advertising,USD
ON.US,ON Semiconductor,NYSE/NASDAQ,Information Technology,Semiconductors,USD
OKE.US,Oneok,NYSE/NASDAQ,Energy,Oil & Gas Storage & Transportation,USD
ORCL.US,Oracle Corporation,NYSE/NASDAQ,Information Technology,Application Software,USD
OTIS.US,Otis Worldwide,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
PCAR.US,Paccar,NYSE/NASDAQ,Industrials,Construction Machinery & Heavy Transportation Equipment,USD
PKG.US,Packaging Corporation of America,NYSE/NASDAQ,Materials,Paper & Plastic Packaging Products & Materials,USD
PLTR.US,Palantir Technologies,NYSE/NASDAQ,Information Technology,Application Software,USD
PANW.US,Palo Alto Networks,NYSE/NASDAQ,Information Technology,Systems Software,USD
PSKY.US,Paramount Skydance Corporation,NYSE/NASDAQ,Communication Services,Movies & Entertainment,USD
PH.US,Parker Hannifin,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
PAYX.US,Paychex,NYSE/NASDAQ,Industrials,Human Resource & Employment Services,USD
PAYC.US,Paycom,NYSE/NASDAQ,Industrials,Human Resource & Employment Services,USD
PYPL.US,PayPal,NYSE/NASDAQ,Financials,Transaction & Payment Processing Services,USD
PNR.US,Pentair,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
PEP.US,PepsiCo,NYSE/NASDAQ,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,USD
PFE.US,Pfizer,NYSE/NASDAQ,Health Care,Pharmaceuticals,USD
PCG.US,PG&E Corporation,NYSE/NASDAQ,Utilities,Multi-Utilities,USD
PM.US,Philip Morris International,NYSE/NASDAQ,Consumer Staples,Tobacco,USD
PSX.US,Phillips 66,NYSE/NASDAQ,Energy,Oil & Gas Refining & Marketing,USD
PNW.US,Pinnacle West Capital,NYSE/NASDAQ,Utilities,Multi-Utilities,USD
PNC.US,PNC Financial Services,NYSE/NASDAQ,Financials,Diversified Banks,USD
POOL.US,Pool Corporation,NYSE/NASDAQ,Consumer Discretionary,Distributors,USD
PPG.US,PPG Industries,NYSE/NASDAQ,Materials,Specialty Chemicals,USD
PPL.US,PPL Corporation,NYSE/NASDAQ,Utilities,Electric Utilities,USD
PFG.US,Principal Financial Group,NYSE/NASDAQ,Financials,Life & Health Insurance,USD
PG.US,Procter & Gamble,NYSE/NASDAQ,Consumer Staples,Personal Care Products,USD
PGR.US,Progressive Corporation,NYSE/NASDAQ,Financials,Property & Casualty Insurance,USD
PLD.US,Prologis,NYSE/NASDAQ,Real Estate,Industrial REITs,USD
PRU.US,Prudential Financial,NYSE/NASDAQ,Financials,Life & Health Insurance,USD
PEG.US,Public Service Enterprise Group,NYSE/NASDAQ,Utilities,Electric Utilities,USD
PTC.US,PTC Inc.,NYSE/NASDAQ,Information Technology,Application Software,USD
PSA.US,Public Storage,NYSE/NASDAQ,Real Estate,Self-Storage REITs,USD
PHM.US,PulteGroup,NYSE/NASDAQ,Consumer Discretionary,Homebuilding,USD
PWR.US,Quanta Services,NYSE/NASDAQ,Industrials,Construction & Engineering,USD
QCOM.US,Qualcomm,NYSE/NASDAQ,Information Technology,Semiconductors,USD
DGX.US,Quest Diagnostics,NYSE/NASDAQ,Health Care,Health Care Services,USD
RL.US,Ralph Lauren Corporation,NYSE/NASDAQ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD
RJF.US,Raymond James Financial,NYSE/NASDAQ,Financials,Investment Banking & Brokerage,USD
RTX.US,RTX Corporation,NYSE/NASDAQ,Industrials,Aerospace & Defense,USD
O.US,Realty Income,NYSE/NASDAQ,Real Estate,Retail REITs,USD
REG.US,Regency Centers,NYSE/NASDAQ,Real Estate,Retail REITs,USD
REGN.US,Regeneron Pharmaceuticals,NYSE/NASDAQ,Health Care,Biotechnology,USD
RF.US,Regions Financial Corporation,NYSE/NASDAQ,Financials,Regional Banks,USD
RSG.US,Republic Services,NYSE/NASDAQ,Industrials,Environmental & Facilities Services,USD
RMD.US,ResMed,NYSE/NASDAQ,Health Care,Health Care Equipment,USD
RVTY.US,Revvity,NYSE/NASDAQ,Health Care,Health Care Equipment,USD
ROK.US,Rockwell Automation,NYSE/NASDAQ,Industrials,Electrical Components & Equipment,USD
ROL.US,"Rollins, Inc.",NYSE/NASDAQ,Industrials,Environmental & Facilities Services,USD
ROP.US,Roper Technologies,NYSE/NASDAQ,Information Technology,Electronic Equipment & Instruments,USD
ROST.US,Ross Stores,NYSE/NASDAQ,Consumer Discretionary,Apparel Retail,USD
RCL.US,Royal Caribbean Group,NYSE/NASDAQ,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",USD
SPGI.US,S&P Global,NYSE/NASDAQ,Financials,Financial Exchanges & Data,USD
CRM.US,Salesforce,NYSE/NASDAQ,Information Technology,Application Software,USD
SBAC.US,SBA Communications,NYSE/NASDAQ,Real Estate,Telecom Tower REITs,USD
SLB.US,Schlumberger,NYSE/NASDAQ,Energy,Oil & Gas Equipment & Services,USD
STX.US,Seagate Technology,NYSE/NASDAQ,Information Technology,"Technology Hardware, Storage & Peripherals",USD
SRE.US,Sempra,NYSE/NASDAQ,Utilities,Multi-Utilities,USD
NOW.US,ServiceNow,NYSE/NASDAQ,Information Technology,Systems Software,USD
SHW.US,Sherwin-Williams,NYSE/NASDAQ,Materials,Specialty Chemicals,USD
SPG.US,Simon Property Group,NYSE/NASDAQ,Real Estate,Retail REITs,USD
SWKS.US,Skyworks Solutions,NYSE/NASDAQ,Information Technology,Semiconductors,USD
SJM.US,J.M. Smucker Company (The),NYSE/NASDAQ,Consumer Staples,Packaged Foods & Meats,USD
SW.US,Smurfit Westrock,NYSE/NASDAQ,Materials,Paper & Plastic Packaging Products & Materials,USD
SNA.US,Snap-on,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
SOLV.US,Solventum,NYSE/NASDAQ,Health Care,Health Care Technology,USD
SO.US,Southern Company,NYSE/NASDAQ,Utilities,Electric Utilities,USD
LUV.US,Southwest Airlines,NYSE/NASDAQ,Industrials,Passenger Airlines,USD
SWK.US,Stanley Black & Decker,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
SBUX.US,Starbucks,NYSE/NASDAQ,Consumer Discretionary,Restaurants,USD
STT.US,State Street Corporation,NYSE/NASDAQ,Financials,Asset Management & Custody Banks,USD
STLD.US,Steel Dynamics,NYSE/NASDAQ,Materials,Steel,USD
STE.US,Steris,NYSE/NASDAQ,Health Care,Health Care Equipment,USD
SYK.US,Stryker Corporation,NYSE/NASDAQ,Health Care,Health Care Equipment,USD
SMCI.US,Supermicro,NYSE/NASDAQ,Information Technology,"Technology Hardware, Storage & Peripherals",USD
SYF.US,Synchrony Financial,NYSE/NASDAQ,Financials,Consumer Finance,USD
SNPS.US,Synopsys,NYSE/NASDAQ,Information Technology,Application Software,USD
SYY.US,Sysco,NYSE/NASDAQ,Consumer Staples,Food Distributors,USD
TMUS.US,T-Mobile US,NYSE/NASDAQ,Communication Services,Wireless Telecommunication Services,USD
TROW.US,T. Rowe Price,NYSE/NASDAQ,Financials,Asset Management & Custody Banks,USD
TTWO.US,Take-Two Interactive,NYSE/NASDAQ,Communication Services,Interactive Home Entertainment,USD
TPR.US,"Tapestry, Inc.",NYSE/NASDAQ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD
TRGP.US,Targa Resources,NYSE/NASDAQ,Energy,Oil & Gas Storage & Transportation,USD
TGT.US,Target Corporation,NYSE/NASDAQ,Consumer Staples,Consumer Staples Merchandise Retail,USD
TEL.US,TE Connectivity,NYSE/NASDAQ,Information Technology,Electronic Manufacturing Services,USD
TDY.US,Teledyne Technologies,NYSE/NASDAQ,Information Technology,Electronic Equipment & Instruments,USD
TER.US,Teradyne,NYSE/NASDAQ,Information Technology,Semiconductor Materials & Equipment,USD
TSLA.US,"Tesla, Inc.",NYSE/NASDAQ,Consumer Discretionary,Automobile Manufacturers,USD
TXN.US,Texas Instruments,NYSE/NASDAQ,Information Technology,Semiconductors,USD
TPL.US,Texas Pacific Land Corporation,NYSE/NASDAQ,Energy,Oil & Gas Exploration & Production,USD
TXT.US,Textron,NYSE/NASDAQ,Industrials,Aerospace & Defense,USD
TMO.US,Thermo Fisher Scientific,NYSE/NASDAQ,Health Care,Life Sciences Tools & Services,USD
TJX.US,TJX Companies,NYSE/NASDAQ,Consumer Discretionary,Apparel Retail,USD
TKO.US,TKO Group Holdings,NYSE/NASDAQ,Communication Services,Movies & Entertainment,USD
TTD.US,Trade Desk (The),NYSE/NASDAQ,Communication Services,Advertising,USD
TSCO.US,Tractor Supply,NYSE/NASDAQ,Consumer Discretionary,Other Specialty Retail,USD
TT.US,Trane Technologies,NYSE/NASDAQ,Industrials,Building Products,USD
TDG.US,TransDigm Group,NYSE/NASDAQ,Industrials,Aerospace & Defense,USD
TRV.US,Travelers Companies (The),NYSE/NASDAQ,Financials,Property & Casualty Insurance,USD
TRMB.US,Trimble Inc.,NYSE/NASDAQ,Information Technology,Electronic Equipment & Instruments,USD
TFC.US,Truist Financial,NYSE/NASDAQ,Financials,Diversified Banks,USD
TYL.US,Tyler Technologies,NYSE/NASDAQ,Information Technology,Application Software,USD
TSN.US,Tyson Foods,NYSE/NASDAQ,Consumer Staples,Packaged Foods & Meats,USD
USB.US,U.S. Bancorp,NYSE/NASDAQ,Financials,Diversified Banks,USD
UBER.US,Uber,NYSE/NASDAQ,Industrials,Passenger Ground Transportation,USD
UDR.US,"UDR, Inc.",NYSE/NASDAQ,Real Estate,Multi-Family Residential REITs,USD
ULTA.US,Ulta Beauty,NYSE/NASDAQ,Consumer Discretionary,Other Specialty Retail,USD
UNP.US,Union Pacific Corporation,NYSE/NASDAQ,Industrials,Rail Transportation,USD
UAL.US,United Airlines Holdings,NYSE/NASDAQ,Industrials,Passenger Airlines,USD
UPS.US,United Parcel Service,NYSE/NASDAQ,Industrials,Air Freight & Logistics,USD
URI.US,United Rentals,NYSE/NASDAQ,Industrials,Trading Companies & Distributors,USD
UNH.US,UnitedHealth Group,NYSE/NASDAQ,Health Care,Managed Health Care,USD
UHS.US,Universal Health Services,NYSE/NASDAQ,Health Care,Health Care Facilities,USD
VLO.US,Valero Energy,NYSE/NASDAQ,Energy,Oil & Gas Refining & Marketing,USD
VTR.US,Ventas,NYSE/NASDAQ,Real Estate,Health Care REITs,USD
VLTO.US,Veralto,NYSE/NASDAQ,Industrials,Environmental & Facilities Services,USD
VRSN.US,Verisign,NYSE/NASDAQ,Information Technology,Internet Services & Infrastructure,USD
VRSK.US,Verisk Analytics,NYSE/NASDAQ,Industrials,Research & Consulting Services,USD
VZ.US,Verizon,NYSE/NASDAQ,Communication Services,Integrated Telecommunication Services,USD
VRTX.US,Vertex Pharmaceuticals,NYSE/NASDAQ,Health Care,Biotechnology,USD
VTRS.US,Viatris,NYSE/NASDAQ,Health Care,Pharmaceuticals,USD
VICI.US,Vici Properties,NYSE/NASDAQ,Real Estate,Hotel & Resort REITs,USD
V.US,Visa Inc.,NYSE/NASDAQ,Financials,Transaction & Payment Processing Services,USD
VST.US,Vistra Corp.,NYSE/NASDAQ,Utilities,Electric Utilities,USD
VMC.US,Vulcan Materials Company,NYSE/NASDAQ,Materials,Construction Materials,USD
WRB.US,W. R. Berkley Corporation,NYSE/NASDAQ,Financials,Property & Casualty Insurance,USD
GWW.US,W. W. Grainger,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
WAB.US,Wabtec,NYSE/NASDAQ,Industrials,Construction Machinery & Heavy Transportation Equipment,USD
WBA.US,Walgreens Boots Alliance,NYSE/NASDAQ,Consumer Staples,Drug Retail,USD
WMT.US,Walmart,NYSE/NASDAQ,Consumer Staples,Consumer Staples Merchandise Retail,USD
DIS.US,Walt Disney Company (The),NYSE/NASDAQ,Communication Services,Movies & Entertainment,USD
WBD.US,Warner Bros. Discovery,NYSE/NASDAQ,Communication Services,Broadcasting,USD
WM.US,Waste Management,NYSE/NASDAQ,Industrials,Environmental & Facilities Services,USD
WAT.US,Waters Corporation,NYSE/NASDAQ,Health Care,Life Sciences Tools & Services,USD
WEC.US,WEC Energy Group,NYSE/NASDAQ,Utilities,Electric Utilities,USD
WFC.US,Wells Fargo,NYSE/NASDAQ,Financials,Diversified Banks,USD
WELL.US,Welltower,NYSE/NASDAQ,Real Estate,Health Care REITs,USD
WST.US,West Pharmaceutical Services,NYSE/NASDAQ,Health Care,Health Care Supplies,USD
WDC.US,Western Digital,NYSE/NASDAQ,Information Technology,"Technology Hardware, Storage & Peripherals",USD
WY.US,Weyerhaeuser,NYSE/NASDAQ,Real Estate,Timber REITs,USD
WSM.US,"Williams-Sonoma, Inc.",NYSE/NASDAQ,Consumer Discretionary,Homefurnishing Retail,USD
WMB.US,Williams Companies,NYSE/NASDAQ,Energy,Oil & Gas Storage & Transportation,USD
WTW.US,Willis Towers Watson,NYSE/NASDAQ,Financials,Insurance Brokers,USD
WDAY.US,"Workday, Inc.",NYSE/NASDAQ,Information Technology,Application Software,USD
WYNN.US,Wynn Resorts,NYSE/NASDAQ,Consumer Discretionary,Casinos & Gaming,USD
XEL.US,Xcel Energy,NYSE/NASDAQ,Utilities,Multi-Utilities,USD
XYL.US,Xylem Inc.,NYSE/NASDAQ,Industrials,Industrial Machinery & Supplies & Components,USD
YUM.US,Yum! Brands,NYSE/NASDAQ,Consumer Discretionary,Restaurants,USD
ZBRA.US,Zebra Technologies,NYSE/NASDAQ,Information Technology,Electronic Equipment & Instruments,USD
ZBH.US,Zimmer Biomet,NYSE/NASDAQ,Health Care,Health Care Equipment,USD
ZTS.US,Zoetis,NYSE/NASDAQ,Health Care,Pharmaceuticals,USD
AACB.US,Artius II Acquisition Inc. - Class A Ordinary Shares,NASDAQ,,,USD
AACBR.US,Artius II Acquisition Inc. - Rights,NASDAQ,,,USD
AACBU.US,Artius II Acquisition Inc. - Units,NASDAQ,,,USD
AACG.US,"ATA Creativity Global - American Depositary Shares, each representing two common shares",NASDAQ,,,USD
AACI.US,Armada Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,,,USD
AACIU.US,Armada Acquisition Corp. II - Units,NASDAQ,,,USD
AACIW.US,Armada Acquisition Corp. II - Warrant,NASDAQ,,,USD
AADR.US,AdvisorShares Dorsey Wright ADR ETF,NASDAQ,,,USD
AAL.US,"American Airlines Group, Inc. - Common Stock",NASDAQ,,,USD
AALG.US,Leverage Shares 2X Long AAL Daily ETF,NASDAQ,,,USD
AAME.US,Atlantic American Corporation - Common Stock,NASDAQ,,,USD
AAOI.US,"Applied Optoelectronics, Inc. - Common Stock",NASDAQ,,,USD
AAON.US,"AAON, Inc. - Common Stock",NASDAQ,,,USD
AAPB.US,GraniteShares 2x Long AAPL Daily ETF,NASDAQ,,,USD
AAPD.US,Direxion Daily AAPL Bear 1X Shares,NASDAQ,,,USD
AAPG.US,Ascentage Pharma Group International - American Depository Shares,NASDAQ,,,USD
AAPU.US,Direxion Daily AAPL Bull 2X Shares,NASDAQ,,,USD
AARD.US,"Aardvark Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
AAUS.US,Alpha Architect US Equity ETF,NASDAQ,,,USD
AAVM.US,Alpha Architect Global Factor Equity ETF,NASDAQ,,,USD
AAXJ.US,iShares MSCI All Country Asia ex Japan ETF,NASDAQ,,,USD
ABAT.US,American Battery Technology Company - Common Stock,NASDAQ,,,USD
ABCL.US,AbCellera Biologics Inc. - Common Shares,NASDAQ,,,USD
ABCS.US,Alpha Blue Capital US Small-Mid Cap Dynamic ETF,NASDAQ,,,USD
ABEO.US,Abeona Therapeutics Inc. - Common Stock,NASDAQ,,,USD
ABI.US,VictoryShares Pioneer Asset-Based Income ETF,NASDAQ,,,USD
ABIG.US,Argent Large Cap ETF,NASDAQ,,,USD
ABL.US,"Abacus Global Management, Inc. - Class A Common Stock",NASDAQ,,,USD
ABLLL.US,"Abacus Global Management, Inc. - 9.875% Fixed Rate Senior Notes due 2028",NASDAQ,,,USD
ABLV.US,Able View Global Inc. - Class B Ordinary Shares,NASDAQ,,,USD
ABLVW.US,Able View Global Inc. - Warrant,NASDAQ,,,USD
ABOS.US,"Acumen Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
ABP.US,"Abpro Holdings, Inc - Common Stock",NASDAQ,,,USD
ABPWW.US,"Abpro Holdings, Inc - Warrant",NASDAQ,,,USD
ABSI.US,Absci Corporation - Common Stock,NASDAQ,,,USD
ABTC.US,American Bitcoin Corp. - Class A Common Stock,NASDAQ,,,USD
ABTS.US,Abits Group Inc - Ordinary Shares,NASDAQ,,,USD
ABUS.US,Arbutus Biopharma Corporation - Common Stock,NASDAQ,,,USD
ABVC.US,"ABVC BioPharma, Inc. - Common Stock",NASDAQ,,,USD
ABVE.US,Above Food Ingredients Inc. - Common Stock,NASDAQ,,,USD
ABVEW.US,Above Food Ingredients Inc. - Warrant,NASDAQ,,,USD
ABVX.US,Abivax SA - American Depositary Shares,NASDAQ,,,USD
ACAD.US,ACADIA Pharmaceuticals Inc. - Common Stock,NASDAQ,,,USD
ACB.US,Aurora Cannabis Inc. - Common Shares,NASDAQ,,,USD
ACDC.US,ProFrac Holding Corp. - Class A Common Stock,NASDAQ,,,USD
ACET.US,"Adicet Bio, Inc. - Common Stock",NASDAQ,,,USD
ACFN.US,"Acorn Energy, Inc. - Common Stock",NASDAQ,,,USD
ACGLN.US,"Arch Capital Group Ltd. - Depositary Shares, each Representing a 1/1,000th Interest in a 4.550% Non-Cumulative Preferred Share, Series G",NASDAQ,,,USD
ACGLO.US,"Arch Capital Group Ltd. - Depositary Shares Each Representing 1/1,000th Interest in a Share of5.45% Non-Cumulative Preferred Shares, Series F",NASDAQ,,,USD
ACHC.US,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,,,USD
ACHV.US,"Achieve Life Sciences, Inc.  - Common Shares",NASDAQ,,,USD
ACIC.US,American Coastal Insurance Corporation - Common Stock,NASDAQ,,,USD
ACIU.US,AC Immune SA - Common Stock,NASDAQ,,,USD
ACIW.US,"ACI Worldwide, Inc. - Common Stock",NASDAQ,,,USD
ACLS.US,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,,,USD
ACLX.US,"Arcellx, Inc. - Common Stock",NASDAQ,,,USD
ACMR.US,"ACM Research, Inc. - Class A Common Stock",NASDAQ,,,USD
ACNB.US,ACNB Corporation - Common Stock,NASDAQ,,,USD
ACNT.US,Ascent Industries Co. - Common Stock,NASDAQ,,,USD
ACOG.US,Alpha Cognition Inc. - Common Stock,NASDAQ,,,USD
ACON.US,"Aclarion, Inc. - Common Stock",NASDAQ,,,USD
ACONW.US,"Aclarion, Inc. - Warrant",NASDAQ,,,USD
ACRS.US,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
ACRV.US,"Acrivon Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
ACT.US,"Enact Holdings, Inc. - Common Stock",NASDAQ,,,USD
ACTG.US,Acacia Research Corporation - Common Stock,NASDAQ,,,USD
ACTU.US,"Actuate Therapeutics, Inc. - Common stock",NASDAQ,,,USD
ACWI.US,iShares MSCI ACWI ETF,NASDAQ,,,USD
ACWX.US,iShares MSCI ACWI ex U.S. ETF,NASDAQ,,,USD
ACXP.US,"Acurx Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
ADAG.US,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",NASDAQ,,,USD
ADAM.US,"Adamas Trust, Inc. - Common Stock",NASDAQ,,,USD
ADAMG.US,"Adamas Trust, Inc. - 9.125% Senior Notes Due 2030",NASDAQ,,,USD
ADAMH.US,"Adamas Trust, Inc. - 9.875% Senior Notes Due 2030",NASDAQ,,,USD
