symbol,name,exchange,sector,industry,currency
SEVN.US,Seven Hills Realty Trust  - Common Stock,NASDAQ,,,USD
SEZL.US,Sezzle Inc. - Common Stock,NASDAQ,,,USD
SFBC.US,"Sound Financial Bancorp, Inc. - Common Stock",NASDAQ,,,USD
SFD.US,"Smithfield Foods, Inc. - Common Stock",NASDAQ,,,USD
SFHG.US,Samfine Creation Holdings Group Limited - Class A Ordinary Share,NASDAQ,,,USD
SFIX.US,"Stitch Fix, Inc. - Class A Common Stock",NASDAQ,,,USD
SFLO.US,VictoryShares Small Cap Free Cash Flow ETF,NASDAQ,,,USD
SFM.US,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ,,,USD
SFNC.US,Simmons First National Corporation - Common Stock,NASDAQ,,,USD
SFST.US,"Southern First Bancshares, Inc. - Common Stock",NASDAQ,,,USD
SFWL.US,Shengfeng Development Limited - Class A Ordinary Shares,NASDAQ,,,USD
SGA.US,"Saga Communications, Inc. - Class A Common Stock",NASDAQ,,,USD
SGBX.US,Safe & Green Holdings Corp. - Common Stock,NASDAQ,,,USD
SGC.US,"Superior Group of Companies, Inc. - Common Stock",NASDAQ,,,USD
SGD.US,Safe and Green Development Corporation - Common Stock,NASDAQ,,,USD
SGHT.US,"Sight Sciences, Inc. - Common Stock",NASDAQ,,,USD
SGLY.US,Singularity Future Technology Ltd. - Common Stock,NASDAQ,,,USD
SGML.US,Sigma Lithium Corporation - common shares,NASDAQ,,,USD
SGMO.US,"Sangamo Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
SGMT.US,Sagimet Biosciences Inc. - Series A Common Stock,NASDAQ,,,USD
SGRP.US,"SPAR Group, Inc. - Common Stock",NASDAQ,,,USD
SGRY.US,"Surgery Partners, Inc. - Common Stock",NASDAQ,,,USD
SHBI.US,"Shore Bancshares, Inc. - Common Stock",NASDAQ,,,USD
SHC.US,Sotera Health Company - Common Stock,NASDAQ,,,USD
SHEN.US,Shenandoah Telecommunications Co - Common Stock,NASDAQ,,,USD
SHFS.US,"SHF Holdings, Inc. - Class A Common Stock",NASDAQ,,,USD
SHFSW.US,"SHF Holdings, Inc. - Warrants",NASDAQ,,,USD
SHIM.US,Shimmick Corporation - Common Stock,NASDAQ,,,USD
SHIP.US,Seanergy Maritime Holdings Corp. - Common Stock,NASDAQ,,,USD
SHLS.US,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ,,,USD
SHMD.US,SCHMID Group N.V. - Class A Ordinary Shares,NASDAQ,,,USD
SHMDW.US,SCHMID Group N.V. - Warrants,NASDAQ,,,USD
SHOO.US,"Steven Madden, Ltd. - Common Stock",NASDAQ,,,USD
SHOP.US,Shopify Inc. - Class A Subordinate Voting Shares,NASDAQ,,,USD
SHOT.US,"Safety Shot, Inc. - Common Stock",NASDAQ,,,USD
SHOTW.US,"Safety Shot, Inc. - Warrant",NASDAQ,,,USD
SHPD.US,Direxion Daily SHOP Bear 1X ETF,NASDAQ,,,USD
SHPH.US,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",NASDAQ,,,USD
SHPU.US,Direxion Daily SHOP Bull 2X ETF,NASDAQ,,,USD
SHRY.US,First Trust Bloomberg Shareholder Yield ETF,NASDAQ,,,USD
SHV.US,iShares Short Treasury Bond ETF,NASDAQ,,,USD
SHY.US,iShares 1-3 Year Treasury Bond ETF,NASDAQ,,,USD
SIBN.US,"SI-BONE, Inc. - Common Stock",NASDAQ,,,USD
SIDU.US,"Sidus Space, Inc. - Class A Common Stock",NASDAQ,,,USD
SIEB.US,Siebert Financial Corp. - Common Stock,NASDAQ,,,USD
SIFY.US,Sify Technologies Limited - American Depository Shares,NASDAQ,,,USD
SIGA.US,SIGA Technologies Inc. - Common Stock,NASDAQ,,,USD
SIGI.US,"Selective Insurance Group, Inc. - Common Stock",NASDAQ,,,USD
SIGIP.US,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",NASDAQ,,,USD
SILC.US,Silicom Ltd - Ordinary Shares,NASDAQ,,,USD
SILO.US,"Silo Pharma, Inc. - Common Stock",NASDAQ,,,USD
SIMA.US,SIM Acquisition Corp. I - Class A Ordinary Shares,NASDAQ,,,USD
SIMAU.US,SIM Acquisition Corp. I - Unit,NASDAQ,,,USD
SIMAW.US,SIM Acquisition Corp. I - Warrant,NASDAQ,,,USD
SIMO.US,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",NASDAQ,,,USD
SINT.US,"SiNtx Technologies, Inc. - Common Stock",NASDAQ,,,USD
SION.US,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
SIRI.US,SiriusXM Holdings Inc. - Common Stock,NASDAQ,,,USD
SISI.US,"Shineco, Inc. - Common Stock",NASDAQ,,,USD
SITM.US,SiTime Corporation - Common Stock,NASDAQ,,,USD
SIXG.US,Defiance Connective Technologies ETF,NASDAQ,,,USD
SJ.US,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ,,,USD
SJCP.US,SanJac Alpha Core Plus Bond ETF,NASDAQ,,,USD
SJLD.US,SanJac Alpha Low Duration ETF,NASDAQ,,,USD
SKBL.US,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ,,,USD
SKIN.US,The Beauty Health Company - Class A Common Stock,NASDAQ,,,USD
SKK.US,SKK Holdings Limited - Ordinary Shares,NASDAQ,,,USD
SKOR.US,FlexShares Credit-Scored US Corporate Bond Index Fund,NASDAQ,,,USD
SKRE.US,Tuttle Capital Daily 2X Inverse Regional Banks ETF,NASDAQ,,,USD
SKWD.US,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,,,USD
SKYE.US,"Skye Bioscience, Inc. - Common Stock",NASDAQ,,,USD
SKYQ.US,Sky Quarry Inc. - Common Stock,NASDAQ,,,USD
SKYT.US,"SkyWater Technology, Inc. - Common Stock",NASDAQ,,,USD
SKYU.US,ProShares Ultra Cloud Computing,NASDAQ,,,USD
SKYW.US,"SkyWest, Inc. - Common Stock",NASDAQ,,,USD
SKYX.US,SKYX Platforms Corp. - Common Stock,NASDAQ,,,USD
SKYY.US,First Trust Cloud Computing ETF,NASDAQ,,,USD
SLAB.US,"Silicon Laboratories, Inc. - Common Stock",NASDAQ,,,USD
SLDB.US,Solid Biosciences Inc. - Common Stock,NASDAQ,,,USD
SLDE.US,"Slide Insurance Holdings, Inc. - Common Stock",NASDAQ,,,USD
SLDP.US,"Solid Power, Inc. - Class A Common Stock",NASDAQ,,,USD
SLDPW.US,"Solid Power, Inc. - Warrant",NASDAQ,,,USD
SLE.US,"Super League Enterprise, Inc. - Common Stock",NASDAQ,,,USD
SLGL.US,Sol-Gel Technologies Ltd. - Ordinary Shares,NASDAQ,,,USD
SLM.US,SLM Corporation - Common Stock,NASDAQ,,,USD
SLMBP.US,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",NASDAQ,,,USD
SLN.US,Silence Therapeutics Plc - American Depository Share,NASDAQ,,,USD
SLNG.US,"Stabilis Solutions, Inc. - Common Stock",NASDAQ,,,USD
SLNH.US,"Soluna Holdings, Inc. - Common Stock",NASDAQ,,,USD
SLNHP.US,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",NASDAQ,,,USD
SLNO.US,"Soleno Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
SLP.US,"Simulations Plus, Inc. - Common Stock",NASDAQ,,,USD
SLQD.US,iShares 0-5 Year Investment Grade Corporate Bond ETF,NASDAQ,,,USD
SLRC.US,SLR Investment Corp. - Closed End Fund,NASDAQ,,,USD
SLRX.US,"Salarius Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
SLS.US,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,,,USD
SLSN.US,"Solesence, Inc. - Common stock",NASDAQ,,,USD
SLVO.US,"ETRACS Silver Shares Covered Call ETNs due April 21, 2033",NASDAQ,,,USD
SLVR.US,Sprott Silver Miners & Physical Silver ETF,NASDAQ,,,USD
SLXN.US,Silexion Therapeutics Corp - Ordinary Shares,NASDAQ,,,USD
SLXNW.US,Silexion Therapeutics Corp - Warrant,NASDAQ,,,USD
SMBC.US,"Southern Missouri Bancorp, Inc. - Common Stock",NASDAQ,,,USD
SMCC.US,Defiance Leveraged Long + Income SMCI ETF,NASDAQ,,,USD
SMCF.US,Themes US Small Cap Cash Flow Champions ETF,NASDAQ,,,USD
SMCL.US,GraniteShares 2x Long SMCI Daily ETF,NASDAQ,,,USD
SMCO.US,Hilton Small-MidCap Opportunity ETF,NASDAQ,,,USD
SMCX.US,Defiance Daily Target 2X Long SMCI ETF,NASDAQ,,,USD
SMCZ.US,Defiance Daily Target 2X Short SMCI ETF,NASDAQ,,,USD
SMH.US,VanEck Semiconductor ETF,NASDAQ,,,USD
SMHX.US,VanEck Fabless Semiconductor ETF,NASDAQ,,,USD
SMID.US,Smith-Midland Corporation - Common Stock,NASDAQ,,,USD
SMLR.US,"Semler Scientific, Inc. - Common Stock",NASDAQ,,,USD
SMMT.US,Summit Therapeutics Inc.  - Common Stock,NASDAQ,,,USD
SMOM.US,Symmetry Panoramic Sector Momentum ETF,NASDAQ,,,USD
SMPL.US,The Simply Good Foods Company - Common Stock,NASDAQ,,,USD
SMRI.US,Bushido Capital US Equity ETF,NASDAQ,,,USD
SMSI.US,"Smith Micro Software, Inc. - Common Stock",NASDAQ,,,USD
SMST.US,Defiance Daily Target 2x Short MSTR ETF,NASDAQ,,,USD
SMTC.US,Semtech Corporation - Common Stock,NASDAQ,,,USD
SMTI.US,Sanara MedTech Inc. - Common Stock,NASDAQ,,,USD
SMTK.US,"SmartKem, Inc. - Common Stock",NASDAQ,,,USD
SMX.US,SMX (Security Matters) Public Limited Company - Class A Ordinary Shares,NASDAQ,,,USD
SMXT.US,Solarmax Technology Inc. - Common Stock,NASDAQ,,,USD
SMXWW.US,SMX (Security Matters) Public Limited Company - Warrant,NASDAQ,,,USD
SMYY.US,GraniteShares YieldBOOST SMCI ETF,NASDAQ,,,USD
SNAL.US,"Snail, Inc. - Class A Common Stock",NASDAQ,,,USD
SNBR.US,Sleep Number Corporation - Common Stock,NASDAQ,,,USD
SNCR.US,"Synchronoss Technologies, Inc. - Common Stock",NASDAQ,,,USD
SNCY.US,"Sun Country Airlines Holdings, Inc. - Common Stock",NASDAQ,,,USD
SND.US,"Smart Sand, Inc. - Common Stock",NASDAQ,,,USD
SNDK.US,Sandisk Corporation - Common Stock,NASDAQ,,,USD
SNDL.US,SNDL Inc. - Common Shares,NASDAQ,,,USD
SNDX.US,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
SNES.US,"SenesTech, Inc. - Common Stock",NASDAQ,,,USD
SNEX.US,StoneX Group Inc. - Common Stock,NASDAQ,,,USD
SNFCA.US,Security National Financial Corporation - Class A Common Stock,NASDAQ,,,USD
SNGX.US,"Soligenix, Inc. - Common Stock",NASDAQ,,,USD
SNOA.US,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
SNSE.US,"Sensei Biotherapeutics, Inc. - Common Stock",NASDAQ,,,USD
SNSR.US,Global X Internet of Things ETF,NASDAQ,,,USD
SNT.US,Senstar Technologies Corporation - Common Shares,NASDAQ,,,USD
SNTG.US,Sentage Holdings Inc. - Class A Ordinary Shares,NASDAQ,,,USD
SNTI.US,"Senti Biosciences, Inc.  - Common Stock",NASDAQ,,,USD
SNWV.US,"SANUWAVE Health, Inc. - Common Stock",NASDAQ,,,USD
SNY.US,Sanofi - American Depositary Shares,NASDAQ,,,USD
SNYR.US,Synergy CHC Corp. - Common Stock,NASDAQ,,,USD
SOBR.US,"SOBR Safe, Inc. - Common Stock",NASDAQ,,,USD
SOCA.US,Solarius Capital Acquisition Corp. - Class A Ordinary Share,NASDAQ,,,USD
SOCAU.US,Solarius Capital Acquisition Corp. - Units,NASDAQ,,,USD
SOCAW.US,Solarius Capital Acquisition Corp. - Warrant,NASDAQ,,,USD
SOCL.US,Global X Social Media ETF,NASDAQ,,,USD
SOFI.US,"SoFi Technologies, Inc.  - Common Stock",NASDAQ,,,USD
SOFX.US,Defiance Daily Target 2X Long SOFI ETF,NASDAQ,,,USD
SOGP.US,Sound Group Inc. - American Depositary Shares,NASDAQ,,,USD
SOHO.US,Sotherly Hotels Inc. - Common Stock,NASDAQ,,,USD
SOHOB.US,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,,,USD
SOHON.US,Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,,,USD
SOHOO.US,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,,,USD
SOHU.US,Sohu.com Limited  - American Depositary Shares,NASDAQ,,,USD
SOLT.US,2x Solana ETF,NASDAQ,,,USD
SOLZ.US,Solana ETF,NASDAQ,,,USD
SOND.US,Sonder Holdings Inc. - Class A Common Stock,NASDAQ,,,USD
SONDW.US,Sonder Holdings Inc. - Warrants,NASDAQ,,,USD
SONM.US,"Sonim Technologies, Inc. - Common Stock",NASDAQ,,,USD
SONN.US,"Sonnet BioTherapeutics Holdings, Inc. - Common Stock",NASDAQ,,,USD
SONO.US,"Sonos, Inc. - Common Stock",NASDAQ,,,USD
SOPA.US,Society Pass Incorporated - Common Stock,NASDAQ,,,USD
SOPH.US,SOPHiA GENETICS SA - Ordinary Shares,NASDAQ,,,USD
SORA.US,AsiaStrategy - Ordinary Shares,NASDAQ,,,USD
SOTK.US,Sono-Tek Corporation - Common Stock,NASDAQ,,,USD
SOUN.US,"SoundHound AI, Inc. - Class A Common Stock",NASDAQ,,,USD
SOUNW.US,"SoundHound AI, Inc. - Warrant",NASDAQ,,,USD
SOUX.US,Defiance Daily Target 2X Long SOUN ETF,NASDAQ,,,USD
SOWG.US,Sow Good Inc. - Common Stock,NASDAQ,,,USD
SOXQ.US,Invesco PHLX Semiconductor ETF,NASDAQ,,,USD
SOXX.US,iShares Semiconductor ETF,NASDAQ,,,USD
SPAI.US,Safe Pro Group Inc. - Common Stock,NASDAQ,,,USD
SPAM.US,Themes Cybersecurity ETF,NASDAQ,,,USD
SPAQ.US,Horizon Kinetics SPAC Active ETF,NASDAQ,,,USD
SPBC.US,Simplify US Equity PLUS Bitcoin Strategy ETF,NASDAQ,,,USD
SPC.US,CrossingBridge Pre-Merger SPAC ETF,NASDAQ,,,USD
SPCB.US,"SuperCom, Ltd. - Ordinary Shares",NASDAQ,,,USD
SPCT.US,Liberty One Spectrum ETF,NASDAQ,,,USD
SPCX.US,SPAC and New Issue ETF,NASDAQ,,,USD
SPCY.US,STKd 100% SMCI & 100% NVDA ETF,NASDAQ,,,USD
SPEG.US,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,NASDAQ,,,USD
SPEGR.US,Silver Pegasus Acquisition Corp - Rights,NASDAQ,,,USD
SPEGU.US,Silver Pegasus Acquisition Corp - Unit,NASDAQ,,,USD
SPFI.US,"South Plains Financial, Inc. - Common Stock",NASDAQ,,,USD
SPHL.US,Springview Holdings Ltd - Ordinary shares,NASDAQ,,,USD
SPKL.US,Spark I Acquisition Corp. - Class A Ordinary Share,NASDAQ,,,USD
SPKLU.US,Spark I Acquisition Corp. - Unit,NASDAQ,,,USD
SPKLW.US,Spark I Acquisition Corp. - Warrant,NASDAQ,,,USD
SPNS.US,Sapiens International Corporation N.V. - Common Shares,NASDAQ,,,USD
SPOK.US,"Spok Holdings, Inc. - Common Stock",NASDAQ,,,USD
SPPL.US,SIMPPLE LTD. - Ordinary Shares,NASDAQ,,,USD
SPRB.US,"Spruce Biosciences, Inc. - Common Stock",NASDAQ,,,USD
SPRC.US,SciSparc Ltd. - Ordinary Shares,NASDAQ,,,USD
SPRO.US,"Spero Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
SPRX.US,Spear Alpha ETF,NASDAQ,,,USD
SPRY.US,"ARS Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
SPSC.US,"SPS Commerce, Inc. - Common Stock",NASDAQ,,,USD
SPT.US,"Sprout Social, Inc - Class A Common Stock",NASDAQ,,,USD
SPWH.US,"Sportsman's Warehouse Holdings, Inc. - Common Stock",NASDAQ,,,USD
SPWR.US,"Complete Solaria, Inc. - Common Stock",NASDAQ,,,USD
SPWRW.US,"Complete Solaria, Inc. - Warrant",NASDAQ,,,USD
SPXD.US,Xtrackers S&P 500 Diversified Sector Weight ETF,NASDAQ,,,USD
SPYQ.US,Tradr 2X Long SPY Quarterly ETF,NASDAQ,,,USD
SQFT.US,"Presidio Property Trust, Inc. - Class A Common Stock",NASDAQ,,,USD
SQFTP.US,"Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",NASDAQ,,,USD
SQFTW.US,"Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants",NASDAQ,,,USD
SQLV.US,Royce Quant Small-Cap Quality Value ETF,NASDAQ,,,USD
SQQQ.US,ProShares UltraPro Short QQQ,NASDAQ,,,USD
SRAD.US,Sportradar Group AG - Class A Ordinary Shares,NASDAQ,,,USD
SRBK.US,"SR Bancorp, Inc. - Common stock",NASDAQ,,,USD
SRCE.US,1st Source Corporation - Common Stock,NASDAQ,,,USD
SRDX.US,"Surmodics, Inc. - Common Stock",NASDAQ,,,USD
SRET.US,Global X SuperDividend REIT ETF,NASDAQ,,,USD
SRPT.US,"Sarepta Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
SRRK.US,Scholar Rock Holding Corporation - Common Stock,NASDAQ,,,USD
SRTA.US,"Strata Critical Medical, Inc. - Class A Common Stock",NASDAQ,,,USD
SRTAW.US,"Strata Critical Medical, Inc. - Warrants",NASDAQ,,,USD
SRTS.US,"Sensus Healthcare, Inc. - Common Stock",NASDAQ,,,USD
SRZN.US,"Surrozen, Inc. - Common Stock",NASDAQ,,,USD
SRZNW.US,"Surrozen, Inc. - Warrant",NASDAQ,,,USD
SSBI.US,Summit State Bank - Common Stock,NASDAQ,,,USD
SSEAU.US,Starry Sea Acquisition Corp - Unit,NASDAQ,,,USD
SSII.US,SS Innovations International Inc. - Common Stock,NASDAQ,,,USD
SSKN.US,"Strata Skin Sciences, Inc. - Common Stock",NASDAQ,,,USD
SSM.US,Sono Group N.V. - Ordinary Shares,NASDAQ,,,USD
SSNC.US,"SS&C Technologies Holdings, Inc. - Common Stock",NASDAQ,,,USD
SSP.US,E.W. Scripps Company (The) - Class A Common Stock,NASDAQ,,,USD
SSRM.US,SSR Mining Inc. - Common Stock,NASDAQ,,,USD
SSSS.US,SuRo Capital Corp. - Closed End Fund,NASDAQ,,,USD
SSSSL.US,SuRo Capital Corp. - 6.00% Notes due 2026,NASDAQ,,,USD
SSTI.US,"SoundThinking, Inc. - Common Stock",NASDAQ,,,USD
SSYS.US,"Stratasys, Ltd. - Common Stock",NASDAQ,,,USD
STAA.US,STAAR Surgical Company - Common Stock,NASDAQ,,,USD
STAI.US,ScanTech AI Systems Inc. - Common stock,NASDAQ,,,USD
STAK.US,STAK Inc. - Class A Ordinary Shares,NASDAQ,,,USD
STBA.US,"S&T Bancorp, Inc. - Common Stock",NASDAQ,,,USD
STEC.US,Santech Holdings Limited - American Depositary Shares,NASDAQ,,,USD
STEP.US,StepStone Group Inc. - Class A Common Stock,NASDAQ,,,USD
STEX.US,Streamex Corp. - Common Stock,NASDAQ,,,USD
STFS.US,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,NASDAQ,,,USD
STGW.US,Stagwell Inc. - Class A Common Stock,NASDAQ,,,USD
STHO.US,Star Holdings - Shares of Beneficial Interest,NASDAQ,,,USD
STI.US,"Solidion Technology, Inc. - Common Stock",NASDAQ,,,USD
STIM.US,"Neuronetics, Inc. - Common Stock",NASDAQ,,,USD
STKE.US,Sol Strategies Inc. - Common Shares,NASDAQ,,,USD
STKH.US,Steakholder Foods Ltd. - American Depositary Shares,NASDAQ,,,USD
STKL.US,"SunOpta, Inc. - Common Stock",NASDAQ,,,USD
STKS.US,"The ONE Group Hospitality, Inc. - Common Stock",NASDAQ,,,USD
STNC.US,Hennessy Sustainable ETF,NASDAQ,,,USD
STNE.US,StoneCo Ltd. - Class A Common Share,NASDAQ,,,USD
STOK.US,"Stoke Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
STRA.US,"Strategic Education, Inc. - Common Stock",NASDAQ,,,USD
STRC.US,Strategy Inc - Variable Rate Series A Perpetual Stretch Preferred Stock,NASDAQ,,,USD
STRD.US,Strategy Inc - 10.00% Series A Perpetual Stride Preferred Stock,NASDAQ,,,USD
STRF.US,Strategy Inc - 10.00% Series A Perpetual Strife Preferred Stock,NASDAQ,,,USD
STRK.US,Strategy Inc - 8.00% Series A Perpetual Strike Preferred Stock,NASDAQ,,,USD
STRL.US,"Sterling Infrastructure, Inc. - Common Stock",NASDAQ,,,USD
STRO.US,"Sutro Biopharma, Inc. - Common Stock",NASDAQ,,,USD
STRR.US,"Star Equity Holdings, Inc. - Common Stock",NASDAQ,,,USD
STRRP.US,"Star Equity Holdings, Inc. - 10% Series A Cumulative Perpetual Preferred Stock",NASDAQ,,,USD
STRS.US,Stratus Properties Inc. - Common Stock,NASDAQ,,,USD
STRT.US,STRATTEC SECURITY CORPORATION - Common Stock,NASDAQ,,,USD
STRZ.US,Starz Entertainment Corp. - Common Shares,NASDAQ,,,USD
STSS.US,Sharps Technology Inc. - Common Stock,NASDAQ,,,USD
STSSW.US,Sharps Technology Inc. - Warrant,NASDAQ,,,USD
STTK.US,"Shattuck Labs, Inc. - Common Stock",NASDAQ,,,USD
SUGP.US,SU Group Holdings Limited - Ordinary Shares,NASDAQ,,,USD
SUIG.US,Sui Group Holdings Limited - Common Stock,NASDAQ,,,USD
SUNE.US,"SUNation Energy, Inc. - Common Stock",NASDAQ,,,USD
SUNS.US,"Sunrise Realty Trust, Inc. - Common Stock",NASDAQ,,,USD
SUPN.US,"Supernus Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
SUPP.US,TCW Transform Supply Chain ETF,NASDAQ,,,USD
SUPX.US,Super X AI Technology Limited - Ordinary Shares,NASDAQ,,,USD
SURG.US,"SurgePays, Inc. - Common Stock",NASDAQ,,,USD
SUSB.US,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,NASDAQ,,,USD
SUSC.US,iShares ESG Aware USD Corporate Bond ETF,NASDAQ,,,USD
SUSL.US,iShares ESG MSCI USA Leaders ETF,NASDAQ,,,USD
SUUN.US,PowerBank Corporation - Common Stock,NASDAQ,,,USD
SVA.US,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",NASDAQ,,,USD
SVAC.US,Spring Valley Acquisition Corp. III - Class A Ordinary Shares,NASDAQ,,,USD
SVACU.US,Spring Valley Acquisition Corp. III - Unit,NASDAQ,,,USD
SVACW.US,Spring Valley Acquisition Corp. III - Warrant,NASDAQ,,,USD
SVC.US,Service Properties Trust - Shares of Beneficial Interest,NASDAQ,,,USD
SVCC.US,Stellar V Capital Corp. - Class A Ordinary Shares,NASDAQ,,,USD
SVCCU.US,Stellar V Capital Corp. - Unit,NASDAQ,,,USD
SVCCW.US,Stellar V Capital Corp. - Warrant,NASDAQ,,,USD
SVCO.US,"Silvaco Group, Inc. - Common Stock",NASDAQ,,,USD
SVII.US,Spring Valley Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,,,USD
SVIIR.US,Spring Valley Acquisition Corp. II - Rights,NASDAQ,,,USD
SVIIU.US,Spring Valley Acquisition Corp. II - Units,NASDAQ,,,USD
SVIIW.US,Spring Valley Acquisition Corp. II - Warrant,NASDAQ,,,USD
SVRA.US,"Savara, Inc. - Common Stock",NASDAQ,,,USD
SVRE.US,SaverOne 2014 Ltd. - American Depositary Shares,NASDAQ,,,USD
SVREW.US,SaverOne 2014 Ltd. - Warrant,NASDAQ,,,USD
SWAG.US,"Stran & Company, Inc. - Common Stock",NASDAQ,,,USD
SWAGW.US,"Stran & Company, Inc. - Warrant",NASDAQ,,,USD
SWBI.US,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ,,,USD
SWIM.US,"Latham Group, Inc. - Common Stock",NASDAQ,,,USD
SWIN.US,Solowin Holdings - Class A Ordinary Share,NASDAQ,,,USD
SWKH.US,SWK Holdings Corporation - Common Stock,NASDAQ,,,USD
SWKHL.US,SWK Holdings Corporation - 9.00% Senior Notes due 2027,NASDAQ,,,USD
SWP.US,SWP Growth & Income ETF,NASDAQ,,,USD
SWVL.US,Swvl Holdings Corp - Ordinary Shares,NASDAQ,,,USD
SWVLW.US,Swvl Holdings Corp - Warrant,NASDAQ,,,USD
SXTC.US,"China SXT Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
SXTP.US,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
SXTPW.US,"60 Degrees Pharmaceuticals, Inc. - Warrant",NASDAQ,,,USD
SY.US,So-Young International Inc. - American Depository Shares,NASDAQ,,,USD
SYBT.US,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ,,,USD
SYBX.US,"Synlogic, Inc. - Common Stock",NASDAQ,,,USD
SYM.US,Symbotic Inc. - Class A Common Stock,NASDAQ,,,USD
SYNA.US,Synaptics Incorporated - Common Stock,NASDAQ,,,USD
SYPR.US,"Sypris Solutions, Inc. - Common Stock",NASDAQ,,,USD
SYRE.US,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
SYTA.US,"Siyata Mobile, Inc. - Common Shares",NASDAQ,,,USD
SYZ.US,Lazard US Systematic Small Cap Equity ETF,NASDAQ,,,USD
SZZL.US,Sizzle Acquisition Corp. II - Class A ordinary shares,NASDAQ,,,USD
SZZLR.US,Sizzle Acquisition Corp. II - Right,NASDAQ,,,USD
SZZLU.US,Sizzle Acquisition Corp. II - Unit,NASDAQ,,,USD
TACH.US,Titan Acquisition Corp. - Class A Ordinary Shares,NASDAQ,,,USD
TACHU.US,Titan Acquisition Corp. - Units,NASDAQ,,,USD
TACHW.US,Titan Acquisition Corp. - Warrants,NASDAQ,,,USD
TACO.US,Berto Acquisition Corp. - Ordinary Shares,NASDAQ,,,USD
TACOU.US,Berto Acquisition Corp. - unit,NASDAQ,,,USD
TACOW.US,Berto Acquisition Corp. - Warrant,NASDAQ,,,USD
TACT.US,TransAct Technologies Incorporated - Common Stock,NASDAQ,,,USD
TAIT.US,Taitron Components Incorporated - Class A Common Stock,NASDAQ,,,USD
TALK.US,"Talkspace, Inc. - Common Stock",NASDAQ,,,USD
TALKW.US,"Talkspace, Inc. - Warrant",NASDAQ,,,USD
TANH.US,Tantech Holdings Ltd. - Common Shares,NASDAQ,,,USD
TAOP.US,Taoping Inc. - Ordinary Shares,NASDAQ,,,USD
TAOX.US,Tao Synergies Inc. - Common Stock,NASDAQ,,,USD
TARA.US,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ,,,USD
TARK.US,Tradr 2X Long Innovation ETF,NASDAQ,,,USD
TARS.US,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
TASK.US,"TaskUs, Inc. - Class A Common Stock",NASDAQ,,,USD
TATT.US,TAT Technologies Ltd. - Ordinary Shares,NASDAQ,,,USD
TAVI.US,Tavia Acquisition Corp. - Ordinary Shares,NASDAQ,,,USD
TAVIR.US,Tavia Acquisition Corp. - Right,NASDAQ,,,USD
TAVIU.US,Tavia Acquisition Corp. - Unit,NASDAQ,,,USD
TAX.US,Cambria Tax Aware ETF,NASDAQ,,,USD
TAXE.US,Intermediate Municipal Income ETF,NASDAQ,,,USD
